districts,mapped streets,total streets,percentage street,mapped segments,total segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,2050,3492,58.705612829324174,8456,19310,43.79078197824961,806.5406529875046,1873.8301855182842,43.042355663857705
Ciutat_Vella,397,517,76.78916827852998,868,1447,59.98617829993089,69.38763395543626,109.24794119097878,63.51390534137222
Eixample,139,140,99.28571428571429,1785,2159,82.67716535433071,177.51292574188793,207.55438362316366,85.52598246451923
Sants_Montjuic,247,490,50.40816326530613,842,2907,28.964568283453733,86.2673515763039,284.6973812855034,30.301420823324083
Les_Corts,151,231,65.36796536796537,626,1227,51.01874490627547,60.640493675588594,117.14190588320041,51.76669546084719
Sarria_Sant_Gervasi,316,548,57.66423357664233,1154,2654,43.48153730218538,102.52248073467396,286.6812608650586,35.76183543539369
Gracia,328,337,97.3293768545994,1189,1288,92.3136645962733,100.43806245728511,108.13260029331913,92.88416461348204
Horta_Guinardo,239,444,53.82882882882883,720,2233,32.24361845051501,70.46577933473915,228.96481789601998,30.775810878831106
Nou_Barris,81,336,24.107142857142858,244,1603,15.221459762944479,28.251717951307185,162.43614420741625,17.39250712281886
Sant_Andreu,127,308,41.23376623376623,397,1543,25.729099157485418,39.48610145653373,142.16588776340268,27.774666678301795
Sant_Marti,238,342,69.5906432748538,1195,2505,47.70459081836327,125.34932871309658,242.12624872171415,51.7702353110694
