districts,mapped streets,total streets,percentage street,mapped segments,total segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,2009,3492,57.531500572737684,8301,19310,42.98808907301916,793.6249938934424,1873.8301855182842,42.353090478897
Ciutat_Vella,397,517,76.78916827852998,868,1447,59.98617829993089,69.38763395543626,109.24794119097878,63.51390534137222
Eixample,139,140,99.28571428571429,1778,2159,82.35294117647058,176.86559690310852,207.55438362316366,85.21409850067356
Sants_Montjuic,247,490,50.40816326530613,842,2907,28.964568283453733,86.2673515763039,284.6973812855034,30.301420823324083
Les_Corts,151,231,65.36796536796537,626,1227,51.01874490627547,60.640493675588594,117.14190588320041,51.76669546084719
Sarria_Sant_Gervasi,305,548,55.65693430656934,1115,2654,42.0120572720422,99.38628278844347,286.6812608650586,34.66786858985693
Gracia,328,337,97.3293768545994,1189,1288,92.3136645962733,100.43806245728511,108.13260029331913,92.88416461348204
Horta_Guinardo,223,444,50.22522522522522,669,2233,29.959695476936854,66.84875403577911,228.96481789601998,29.196081149086055
Nou_Barris,81,336,24.107142857142858,244,1603,15.221459762944479,28.251717951307185,162.43614420741625,17.39250712281886
Sant_Andreu,113,308,36.688311688311686,355,1543,23.00712896953986,35.69354313184791,142.16588776340268,25.106967426145378
Sant_Marti,238,342,69.5906432748538,1179,2505,47.06586826347306,123.44028877712167,242.12624872171415,50.981787158069245
