districts,mapped streets,total streets,percentage street,mapped segments ,total segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,829,3492,23.739977090492552,3218,19310,16.664940445365094,312.1907261562103,1873.8301855182842,16.660566606779323
Ciutat_Vella,138,517,26.692456479690524,278,1447,19.212163096060817,26.006564647017697,109.24794119097878,23.80508443775159
Eixample,86,140,61.42857142857143,777,2159,35.98888374247336,78.72572951451691,207.55438362316366,37.93016950075677
Sants_Montjuic,59,490,12.040816326530612,208,2907,7.15514275885793,20.109159616021184,284.6973812855034,7.0633454811637675
Les_Corts,23,231,9.956709956709958,85,1227,6.927465362673186,9.65108326293436,117.14190588320041,8.238796517923518
Sarria_Sant_Gervasi,113,548,20.62043795620438,322,2654,12.132629992464206,31.248676231110906,286.6812608650586,10.900146084476624
Gracia,215,337,63.798219584569736,751,1288,58.307453416149066,61.058974714247455,108.13260029331913,56.46675891324138
Horta_Guinardo,190,444,42.792792792792795,648,2233,29.0192566054635,63.493566093749024,228.96481789601998,27.730708445602076
Nou_Barris,59,336,17.559523809523807,198,1603,12.351840299438553,16.97549544782851,162.43614420741625,10.450565377956977
Sant_Andreu,52,308,16.883116883116884,192,1543,12.443292287751134,19.779956670305037,142.16588776340268,13.913293112355838
Sant_Marti,78,342,22.807017543859647,336,2505,13.41317365269461,38.25315014270365,242.12624872171415,15.798844753370627
