districts,mapped streets,total streets,percentage street,mapped segments,total segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,837,3492,23.969072164948454,3274,19310,16.954945624029,317.19405187727375,1873.8301855182842,16.927577233448226
Ciutat_Vella,141,517,27.27272727272727,292,1447,20.17968210089841,26.923701891085454,109.24794119097878,24.644585149682158
Eixample,87,140,62.142857142857146,800,2159,37.05419175544233,81.30352968650321,207.55438362316366,39.17215732437535
Sants_Montjuic,59,490,12.040816326530612,208,2907,7.15514275885793,20.109159616021184,284.6973812855034,7.0633454811637675
Les_Corts,23,231,9.956709956709958,85,1227,6.927465362673186,9.65108326293436,117.14190588320041,8.238796517923518
Sarria_Sant_Gervasi,113,548,20.62043795620438,322,2654,12.132629992464206,31.248676231110906,286.6812608650586,10.900146084476624
Gracia,218,337,64.68842729970326,764,1288,59.3167701863354,62.16356369827228,108.13260029331913,57.48827229683572
Horta_Guinardo,190,444,42.792792792792795,652,2233,29.198387819077475,63.80213666323059,228.96481789601998,27.865476124024045
Nou_Barris,59,336,17.559523809523807,198,1603,12.351840299438553,16.97549544782851,162.43614420741625,10.450565377956977
Sant_Andreu,52,308,16.883116883116884,192,1543,12.443292287751134,19.779956670305037,142.16588776340268,13.913293112355838
Sant_Marti,78,342,22.807017543859647,336,2505,13.41317365269461,38.25315014270365,242.12624872171415,15.798844753370627
