districts,mapped streets,total streets,percentage street,mapped segments,total segments,percentage segments,mapped kms,total street length,percentage km
Barcelona,911,3492,26.088201603665524,3503,19310,18.140859658208182,339.03434645851,1873.8301855182842,18.093120127891215
Ciutat_Vella,141,517,27.27272727272727,292,1447,20.17968210089841,26.923701891085454,109.24794119097878,24.644585149682158
Eixample,87,140,62.142857142857146,802,2159,37.146827234830944,81.52444337505707,207.55438362316366,39.27859385666992
Sants_Montjuic,59,490,12.040816326530612,208,2907,7.15514275885793,20.109159616021184,284.6973812855034,7.0633454811637675
Les_Corts,23,231,9.956709956709958,85,1227,6.927465362673186,9.65108326293436,117.14190588320041,8.238796517923518
Sarria_Sant_Gervasi,113,548,20.62043795620438,322,2654,12.132629992464206,31.248676231110906,286.6812608650586,10.900146084476624
Gracia,218,337,64.68842729970326,771,1288,59.86024844720497,62.56484280810824,108.13260029331913,57.85937139992531
Horta_Guinardo,233,444,52.47747747747747,764,2233,34.214061800268695,76.37531830801677,228.96481789601998,33.35679210886503
Nou_Barris,60,336,17.857142857142858,211,1603,13.162819713038054,18.332641853906686,162.43614420741625,11.286060712262143
Sant_Andreu,83,308,26.948051948051948,279,1543,18.081659105638366,26.574603326435298,142.16588776340268,18.692672162440022
Sant_Marti,82,342,23.976608187134502,356,2505,14.211576846307386,40.398245457102625,242.12624872171415,16.684785590319876
